"","n.rem","year","sim","segment"
"1",6,6,6,1
"2",6,6,6,2
"3",6,6,6,3
"4",6,6,6,4
"5",6,6,6,5
"6",6,6,6,43
"7",6,6,6,44
"8",6,6,6,47
"9",6,6,6,49
"10",6,6,6,50
"11",6,6,6,41
"12",6,6,6,42
"13",6,6,6,45
"14",6,6,6,46
"15",6,6,6,48
"16",6,6,6,38
"17",6,6,6,39
"18",6,6,6,40
"19",6,6,6,43
"20",6,6,6,49
"21",6,6,6,37
"22",6,6,6,44
"23",6,6,6,45
"24",6,6,6,47
"25",6,6,6,50
"26",6,6,6,42
"27",6,6,6,43
"28",6,6,6,46
"29",6,6,6,48
"30",6,6,6,49
"31",6,6,6,39
"32",6,6,6,40
"33",6,6,6,41
"34",6,6,6,44
"35",6,6,6,47
"36",6,6,6,45
"37",6,6,6,46
"38",6,6,6,48
"39",6,6,6,49
"40",6,6,6,50
"41",6,6,6,37
"42",6,6,6,38
"43",6,6,6,42
"44",6,6,6,43
"45",6,6,6,47
"46",6,6,6,45
"47",6,6,6,46
"48",6,6,6,48
"49",6,6,6,49
"50",6,6,6,50
"51",6,6,6,1
"52",6,6,6,2
"53",6,6,6,3
"54",6,6,6,4
"55",6,6,6,5
"56",6,6,6,41
"57",6,6,6,42
"58",6,6,6,44
"59",6,6,6,47
"60",6,6,6,48
"61",6,6,6,38
"62",6,6,6,39
"63",6,6,6,40
"64",6,6,6,46
"65",6,6,6,49
"66",6,6,6,28
"67",6,6,6,29
"68",6,6,6,33
"69",6,6,6,44
"70",6,6,6,48
"71",6,6,6,25
"72",6,6,6,26
"73",6,6,6,45
"74",6,6,6,49
"75",6,6,6,50
"76",6,6,6,42
"77",6,6,6,43
"78",6,6,6,44
"79",6,6,6,47
"80",6,6,6,48
"81",6,6,6,40
"82",6,6,6,41
"83",6,6,6,46
"84",6,6,6,49
"85",6,6,6,50
"86",6,6,6,38
"87",6,6,6,39
"88",6,6,6,43
"89",6,6,6,45
"90",6,6,6,48
"91",6,6,6,36
"92",6,6,6,37
"93",6,6,6,42
"94",6,6,6,46
"95",6,6,6,49
"96",6,6,6,40
"97",6,6,6,41
"98",6,6,6,44
"99",6,6,6,45
"100",6,6,6,50
"101",6,6,6,1
"102",6,6,6,2
"103",6,6,6,3
"104",6,6,6,4
"105",6,6,6,5
"106",6,6,6,45
"107",6,6,6,46
"108",6,6,6,48
"109",6,6,6,49
"110",6,6,6,50
"111",6,6,6,34
"112",6,6,6,39
"113",6,6,6,41
"114",6,6,6,42
"115",6,6,6,47
"116",6,6,6,32
"117",6,6,6,33
"118",6,6,6,45
"119",6,6,6,46
"120",6,6,6,49
"121",6,6,6,40
"122",6,6,6,43
"123",6,6,6,44
"124",6,6,6,48
"125",6,6,6,50
"126",6,6,6,37
"127",6,6,6,38
"128",6,6,6,42
"129",6,6,6,45
"130",6,6,6,46
"131",6,6,6,36
"132",6,6,6,39
"133",6,6,6,41
"134",6,6,6,47
"135",6,6,6,49
"136",6,6,6,35
"137",6,6,6,44
"138",6,6,6,46
"139",6,6,6,48
"140",6,6,6,50
"141",6,6,6,40
"142",6,6,6,42
"143",6,6,6,43
"144",6,6,6,45
"145",6,6,6,49
"146",6,6,6,39
"147",6,6,6,41
"148",6,6,6,44
"149",6,6,6,47
"150",6,6,6,48
"151",6,6,6,1
"152",6,6,6,2
"153",6,6,6,3
"154",6,6,6,4
"155",6,6,6,5
"156",6,6,6,46
"157",6,6,6,47
"158",6,6,6,48
"159",6,6,6,49
"160",6,6,6,50
"161",6,6,6,41
"162",6,6,6,42
"163",6,6,6,43
"164",6,6,6,44
"165",6,6,6,45
"166",6,6,6,38
"167",6,6,6,39
"168",6,6,6,40
"169",6,6,6,46
"170",6,6,6,50
"171",6,6,6,44
"172",6,6,6,45
"173",6,6,6,47
"174",6,6,6,48
"175",6,6,6,49
"176",6,6,6,36
"177",6,6,6,37
"178",6,6,6,41
"179",6,6,6,42
"180",6,6,6,43
"181",6,6,6,40
"182",6,6,6,44
"183",6,6,6,46
"184",6,6,6,48
"185",6,6,6,50
"186",6,6,6,39
"187",6,6,6,43
"188",6,6,6,45
"189",6,6,6,47
"190",6,6,6,49
"191",6,6,6,38
"192",6,6,6,41
"193",6,6,6,42
"194",6,6,6,46
"195",6,6,6,48
"196",6,6,6,40
"197",6,6,6,44
"198",6,6,6,45
"199",6,6,6,49
"200",6,6,6,50
"201",6,6,6,1
"202",6,6,6,2
"203",6,6,6,3
"204",6,6,6,4
"205",6,6,6,5
"206",6,6,6,44
"207",6,6,6,47
"208",6,6,6,48
"209",6,6,6,49
"210",6,6,6,50
"211",6,6,6,37
"212",6,6,6,39
"213",6,6,6,41
"214",6,6,6,42
"215",6,6,6,43
"216",6,6,6,44
"217",6,6,6,45
"218",6,6,6,46
"219",6,6,6,47
"220",6,6,6,48
"221",6,6,6,41
"222",6,6,6,42
"223",6,6,6,43
"224",6,6,6,49
"225",6,6,6,50
"226",6,6,6,38
"227",6,6,6,39
"228",6,6,6,40
"229",6,6,6,44
"230",6,6,6,47
"231",6,6,6,37
"232",6,6,6,45
"233",6,6,6,46
"234",6,6,6,48
"235",6,6,6,50
"236",6,6,6,42
"237",6,6,6,43
"238",6,6,6,44
"239",6,6,6,47
"240",6,6,6,49
"241",6,6,6,39
"242",6,6,6,40
"243",6,6,6,41
"244",6,6,6,45
"245",6,6,6,50
"246",6,6,6,36
"247",6,6,6,37
"248",6,6,6,38
"249",6,6,6,46
"250",6,6,6,48
