"","n.rem","year","sim","segment"
"1",6,6,6,34
"2",6,6,6,31
"3",6,6,6,37
"4",6,6,6,41
"5",6,6,6,17
"6",6,6,6,38
"7",6,6,6,12
"8",6,6,6,23
"9",6,6,6,8
"10",6,6,6,25
"11",6,6,6,19
"12",6,6,6,36
"13",6,6,6,2
"14",6,6,6,45
"15",6,6,6,47
"16",6,6,6,24
"17",6,6,6,31
"18",6,6,6,42
"19",6,6,6,49
"20",6,6,6,5
"21",6,6,6,20
"22",6,6,6,25
"23",6,6,6,29
"24",6,6,6,27
"25",6,6,6,23
"26",6,6,6,7
"27",6,6,6,36
"28",6,6,6,13
"29",6,6,6,16
"30",6,6,6,40
"31",6,6,6,43
"32",6,6,6,46
"33",6,6,6,31
"34",6,6,6,5
"35",6,6,6,48
"36",6,6,6,24
"37",6,6,6,17
"38",6,6,6,42
"39",6,6,6,2
"40",6,6,6,45
"41",6,6,6,6
"42",6,6,6,16
"43",6,6,6,20
"44",6,6,6,21
"45",6,6,6,14
"46",6,6,6,9
"47",6,6,6,35
"48",6,6,6,47
"49",6,6,6,40
"50",6,6,6,28
"51",6,6,6,34
"52",6,6,6,31
"53",6,6,6,37
"54",6,6,6,41
"55",6,6,6,17
"56",6,6,6,26
"57",6,6,6,13
"58",6,6,6,20
"59",6,6,6,40
"60",6,6,6,4
"61",6,6,6,48
"62",6,6,6,28
"63",6,6,6,25
"64",6,6,6,10
"65",6,6,6,3
"66",6,6,6,14
"67",6,6,6,7
"68",6,6,6,24
"69",6,6,6,37
"70",6,6,6,15
"71",6,6,6,31
"72",6,6,6,17
"73",6,6,6,38
"74",6,6,6,34
"75",6,6,6,27
"76",6,6,6,33
"77",6,6,6,26
"78",6,6,6,19
"79",6,6,6,18
"80",6,6,6,10
"81",6,6,6,16
"82",6,6,6,48
"83",6,6,6,29
"84",6,6,6,20
"85",6,6,6,3
"86",6,6,6,23
"87",6,6,6,36
"88",6,6,6,28
"89",6,6,6,38
"90",6,6,6,40
"91",6,6,6,31
"92",6,6,6,24
"93",6,6,6,19
"94",6,6,6,27
"95",6,6,6,17
"96",6,6,6,45
"97",6,6,6,41
"98",6,6,6,10
"99",6,6,6,11
"100",6,6,6,39
"101",6,6,6,34
"102",6,6,6,31
"103",6,6,6,37
"104",6,6,6,41
"105",6,6,6,17
"106",6,6,6,26
"107",6,6,6,27
"108",6,6,6,6
"109",6,6,6,8
"110",6,6,6,1
"111",6,6,6,7
"112",6,6,6,44
"113",6,6,6,43
"114",6,6,6,28
"115",6,6,6,11
"116",6,6,6,36
"117",6,6,6,33
"118",6,6,6,4
"119",6,6,6,46
"120",6,6,6,9
"121",6,6,6,38
"122",6,6,6,2
"123",6,6,6,40
"124",6,6,6,49
"125",6,6,6,3
"126",6,6,6,27
"127",6,6,6,16
"128",6,6,6,50
"129",6,6,6,13
"130",6,6,6,5
"131",6,6,6,2
"132",6,6,6,45
"133",6,6,6,4
"134",6,6,6,18
"135",6,6,6,19
"136",6,6,6,39
"137",6,6,6,34
"138",6,6,6,43
"139",6,6,6,6
"140",6,6,6,11
"141",6,6,6,44
"142",6,6,6,47
"143",6,6,6,30
"144",6,6,6,12
"145",6,6,6,49
"146",6,6,6,8
"147",6,6,6,9
"148",6,6,6,5
"149",6,6,6,21
"150",6,6,6,16
"151",6,6,6,34
"152",6,6,6,31
"153",6,6,6,37
"154",6,6,6,41
"155",6,6,6,17
"156",6,6,6,42
"157",6,6,6,36
"158",6,6,6,5
"159",6,6,6,43
"160",6,6,6,11
"161",6,6,6,20
"162",6,6,6,39
"163",6,6,6,29
"164",6,6,6,7
"165",6,6,6,4
"166",6,6,6,28
"167",6,6,6,47
"168",6,6,6,49
"169",6,6,6,30
"170",6,6,6,1
"171",6,6,6,6
"172",6,6,6,3
"173",6,6,6,31
"174",6,6,6,14
"175",6,6,6,11
"176",6,6,6,27
"177",6,6,6,16
"178",6,6,6,35
"179",6,6,6,10
"180",6,6,6,44
"181",6,6,6,33
"182",6,6,6,4
"183",6,6,6,39
"184",6,6,6,22
"185",6,6,6,18
"186",6,6,6,46
"187",6,6,6,6
"188",6,6,6,29
"189",6,6,6,2
"190",6,6,6,20
"191",6,6,6,34
"192",6,6,6,41
"193",6,6,6,44
"194",6,6,6,45
"195",6,6,6,17
"196",6,6,6,25
"197",6,6,6,10
"198",6,6,6,16
"199",6,6,6,29
"200",6,6,6,4
"201",6,6,6,34
"202",6,6,6,31
"203",6,6,6,37
"204",6,6,6,41
"205",6,6,6,17
"206",6,6,6,33
"207",6,6,6,47
"208",6,6,6,5
"209",6,6,6,27
"210",6,6,6,19
"211",6,6,6,9
"212",6,6,6,6
"213",6,6,6,30
"214",6,6,6,18
"215",6,6,6,24
"216",6,6,6,33
"217",6,6,6,17
"218",6,6,6,13
"219",6,6,6,40
"220",6,6,6,23
"221",6,6,6,12
"222",6,6,6,34
"223",6,6,6,28
"224",6,6,6,45
"225",6,6,6,20
"226",6,6,6,32
"227",6,6,6,16
"228",6,6,6,38
"229",6,6,6,11
"230",6,6,6,46
"231",6,6,6,31
"232",6,6,6,21
"233",6,6,6,25
"234",6,6,6,4
"235",6,6,6,50
"236",6,6,6,7
"237",6,6,6,40
"238",6,6,6,28
"239",6,6,6,34
"240",6,6,6,39
"241",6,6,6,5
"242",6,6,6,6
"243",6,6,6,48
"244",6,6,6,11
"245",6,6,6,1
"246",6,6,6,14
"247",6,6,6,44
"248",6,6,6,18
"249",6,6,6,42
"250",6,6,6,4
