"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f","param","segment","year","sim"
"State.fin[1]",1.59469666666667,0.490951468850746,1,1,2,2,2,1.00093500523888,2209,0,1,"State.fin[1]",1,1,1
"State.fin[2]",1.56543,0.495701254956835,1,1,2,2,2,1.00197550611529,1032,0,1,"State.fin[2]",2,1,1
"State.fin[3]",1.56884,0.495239206787562,1,1,2,2,2,1.00196408492567,1039,0,1,"State.fin[3]",3,1,1
"State.fin[4]",1.57172,0.494830332326336,1,1,2,2,2,1.00188540085909,1084,0,1,"State.fin[4]",4,1,1
"State.fin[5]",1.55487333333333,0.496980623956332,1,1,2,2,2,1.00275731273977,737,0,1,"State.fin[5]",5,1,1
"State.fin[6]",2,0,2,2,2,2,2,NA,1,0,1,"State.fin[6]",6,1,1
"State.fin[7]",1.89595666666667,0.305317259340158,1,2,2,2,2,1.03553031650816,147,0,1,"State.fin[7]",7,1,1
"State.fin[8]",2,0,2,2,2,2,2,NA,1,0,1,"State.fin[8]",8,1,1
"State.fin[9]",1.89657,0.304520186865305,1,2,2,2,2,1.03252552870987,162,0,1,"State.fin[9]",9,1,1
"State.fin[10]",2,0,2,2,2,2,2,NA,1,0,1,"State.fin[10]",10,1,1
"State.fin[11]",1.92087333333333,0.269936807744249,1,2,2,2,2,1.02988984164033,223,0,1,"State.fin[11]",11,1,1
"State.fin[12]",1.92184666666667,0.26841317026987,1,2,2,2,2,1.04133589652334,162,0,1,"State.fin[12]",12,1,1
"State.fin[13]",2,0,2,2,2,2,2,NA,1,0,1,"State.fin[13]",13,1,1
"State.fin[14]",1.88657333333333,0.317114164237739,1,2,2,2,2,1.03184161109258,153,0,1,"State.fin[14]",14,1,1
"State.fin[15]",1.95290666666667,0.21183885591307,1,2,2,2,2,1.04260908320489,249,0,1,"State.fin[15]",15,1,1
"State.fin[16]",1.94059666666667,0.236378432965941,1,2,2,2,2,1.02557251456601,340,0,1,"State.fin[16]",16,1,1
"State.fin[17]",1.94597333333333,0.226070688757764,1,2,2,2,2,1.04013057021115,233,0,1,"State.fin[17]",17,1,1
"State.fin[18]",1.91538,0.278315852583078,1,2,2,2,2,1.03583364475035,175,0,1,"State.fin[18]",18,1,1
"State.fin[19]",2,0,2,2,2,2,2,NA,1,0,1,"State.fin[19]",19,1,1
"State.fin[20]",1.8808,0.324024242877545,1,2,2,2,2,1.02982022139144,157,0,1,"State.fin[20]",20,1,1
"State.fin[21]",2,0,2,2,2,2,2,NA,1,0,1,"State.fin[21]",21,1,1
"State.fin[22]",1.92734666666667,0.259567045428329,1,2,2,2,2,1.02572665764713,281,0,1,"State.fin[22]",22,1,1
"State.fin[23]",1.94711666666667,0.22380092346786,1,2,2,2,2,1.03614697410238,265,0,1,"State.fin[23]",23,1,1
"State.fin[24]",1.94254,0.232719850739961,1,2,2,2,2,1.02720204836808,330,0,1,"State.fin[24]",24,1,1
"State.fin[25]",1.9169,0.276033773263611,1,2,2,2,2,1.03024867494019,212,0,1,"State.fin[25]",25,1,1
"State.fin[26]",2,0,2,2,2,2,2,NA,1,0,1,"State.fin[26]",26,1,1
"State.fin[27]",1.89851,0.301976959165672,1,2,2,2,2,1.03106968437363,173,0,1,"State.fin[27]",27,1,1
"State.fin[28]",2,0,2,2,2,2,2,NA,1,0,1,"State.fin[28]",28,1,1
"State.fin[29]",2,0,2,2,2,2,2,NA,1,0,1,"State.fin[29]",29,1,1
"State.fin[30]",1.90698666666667,0.290451604166116,1,2,2,2,2,1.0341420899267,169,0,1,"State.fin[30]",30,1,1
"State.fin[31]",2,0,2,2,2,2,2,NA,1,0,1,"State.fin[31]",31,1,1
"State.fin[32]",2,0,2,2,2,2,2,NA,1,0,1,"State.fin[32]",32,1,1
"State.fin[33]",1.92066333333333,0.270263951470102,1,2,2,2,2,1.03259922950574,204,0,1,"State.fin[33]",33,1,1
"State.fin[34]",1.92154666666667,0.268884080632749,1,2,2,2,2,1.03172676272051,212,0,1,"State.fin[34]",34,1,1
